OperatorInfo;UsageTypeTitle;AddressInfo/Title;AddressInfo1;AddressInfo2;AddressInfo/Latitude;AddressInfo/Longitude;NumberOfPoints;ConnectionType;ConnectionAmps;ConnectionVoltage;ConnectionPowerKW
;Public;Electronova;PlaÃ§a Miquel Hernández, 6;;38696343;-484452;;CEE 7/4 - Schuko - Type F;16;230;3.6
;Public;CNH2;Calle Fernando el Santo, 70;;38697626;-4111947;;CEE 7/4 - Schuko - Type F;;230;1.5
;Public;Enilec;Avinguda l'Alameda, 27;;3870057;-479099;;CEE 7/4 - Schuko - Type F;16;230;3.68
;Public;Sant Francesc Xavier 1;Calle de Desarrolla, 58;;38704041;1427143;;CEE 7/4 - Schuko - Type F;;;
;Public;Sant Francesc Xavier 2;Calle de Ramón Llull, 4;;38705442;1428822;;CEE 7/4 - Schuko - Type F;;;
;Public;Sant Ferran ses Roques;Calle de Sant Jaume, 2-22;;38706396;1457411;;CEE 7/4 - Schuko - Type F;;;
;Public;Bautista Sanz;Avinguda Hispanitat, 4;;38706549;-469683;;CEE 7/4 - Schuko - Type F;16;230;3.7
Fenie EnergÃ­a (Spain);Public;Carrer FilÃ  AlmogÃ vers I;Carrer FilÃ  AlmogÃ vers I;;3.87105E+15;-4.6253E+15;1;Mennekes (Type 2);;;44
;Public;La Savina2;Calle de Denia, 1-11;;38728696;1420168;;CEE 7/4 - Schuko - Type F;;;
;Public;Sa Roqueta;Carrer Proyecto Sr-1;;38731537;1443729;;CEE 7/4 - Schuko - Type F;;;
;Public;La Savina1;Calle de Mare de Déu del Carme, 1;;38732121;1417032;;CEE 7/4 - Schuko - Type F;;;
;Public;Plaza del Ayuntamiento;Calle Gabriel Miró, 2A;;38767227;-611986;;CEE 7/4 - Schuko - Type F;;;
;Public;Inel;Avenida del Textil, 67;;388306218;-5779925;;CEE 7/4 - Schuko - Type F;;;
;Public;Zona Deportiva La Granadilla;Camino Granadilla, 1;;3886187;-700319;;CEE 7/4 - Schuko - Type F;;;
;Public;Estación de autobuses;Calle José Rebollo López, 30;;38866736;-6974174;;CEE 7/4 - Schuko - Type F;;;
;Public;Parking Conquistadores;Calle General Manuel Saavedra Palmeiro, 5;;38871014;-6973981;;CEE 7/4 - Schuko - Type F;;;
;Public;Piscina San Roque;Calle Eugenio GarcÃ­a Estop, 54;;3887781;-694924;;CEE 7/4 - Schuko - Type F;;;
;Public;Plaza Alta;Plaza San José, 9-10;;38881781;-696921;;CEE 7/4 - Schuko - Type F;;;
;Public;Viejo Vivero;Avenida Manuel Saavedra MartÃ­nez, 28;;38885128;-6990809;;CEE 7/4 - Schuko - Type F;;;
;Public;Parking Mercado de Triana;Plaza Altozano, 1A;;38889048;-6387162;;CEE 7/4 - Schuko - Type F;;;
;Public;Estación de trenes;ArgÃ¼ello Carvajal Teologo Siglo XVII, 10;;38899715;-6969233;;CEE 7/4 - Schuko - Type F;;;
;Public - Membership Required;Paseo de Roma;Paseo Roma, 1B;;3891553;-634815;2;Mennekes (Type 2);;;
;Public;Valverde Lillo;Calle F Valverde Lillo, 2;;3891696;-6346069;2;Mennekes (Type 2);;;
;Public;Plaza Margarita XirgÃº;Calle Mariano José de Larra, 1;;38917242;-633921;;CEE 7/4 - Schuko - Type F;;;
;Public;Felix Valverde Lillo;Calle F Valverde Lillo, 8-10;;38917456;-6345216;;CEE 7/4 - Schuko - Type F;;;
;Public;Avenida de la Libertad;Avenida Libertad, 21-23;;38918359;-694144;;CEE 7/4 - Schuko - Type F;;;
;Public;Parking Avda Juan Carlos I;Calle Cabo Verde, 2;;38919266;-6336108;;CEE 7/4 - Schuko - Type F;;;
;Public;Museo Abierto Mérida;Avenida Juan Carlos I, 40;;38922416;-6330294;;CEE 7/4 - Schuko - Type F;;;
;Public;Parkin Calle Trebol;Calle Rabo de Buey;;38927652;-6336633;;CEE 7/4 - Schuko - Type F;;;
;Public;Parking RepÃºblica Argentina;Avenida de RepÃºblica Argentina, 57-59;;38969536;-185313;;CEE 7/4 - Schuko - Type F;;;
;Public;Cova de Can MarÃ§Ã ;Cova de Can MarÃ§Ã ;;390827876;1442497;;CEE 7/4 - Schuko - Type F;;;
;Public;Parking Politécnica;Calle Calvario, 4;;39186937;-5134076;;CEE 7/4 - Schuko - Type F;;;
;Public;Parking Plaza Mayor;Plaza de la Libertad, 1;;39368804;-3353643;;CEE 7/4 - Schuko - Type F;;;
;Public;Parking Plaza de la Concordia;Plaza de la Concordia, 2;;39427589;-469094;;CEE 7/4 - Schuko - Type F;;;
;Public;Edificio Embarcadero;Calle Santa Cristina, 1;;39446409;-6390506;;CEE 7/4 - Schuko - Type F;;;
;Public;Parking Museo Luis de Morales;Calle Encarnación, 29;;39456983;-5881714;;CEE 7/4 - Schuko - Type F;;;
;Public;Estación JoaquÃ­n Sorolla;Carrer de Sant Vicent MÃ rtir, 167;;39459218;-382908;;CEE 7/4 - Schuko - Type F;10;230;2.3
;Public;Parking Chile;Calle Polo y Peyrolón, 1;;39471242;-356232;;CEE 7/4 - Schuko - Type F;;;
;Public;Endesa Palma;Camino de Can Pastilla, 48;;39547264;2697335;;CEE 7/4 - Schuko - Type F;;;
;Public;Ayuntamiento de Palma Conquistador 18;Calle del Conquistador, 18;;39568979;2647294;;CEE 7/4 - Schuko - Type F;;;
;Public;Parking Manacor;Calle de Manacor, 66;;39571195;2665913;;CEE 7/4 - Schuko - Type F;;;
;Public;Ayuntamiento de Palma;Carrer d'Aragó, 4;;39573012;2657433;;CEE 7/4 - Schuko - Type F;;;
;Public;Carrefour - El Osito;Calle Tuejar, 41-43;;39578962;-528937;;CEE 7/4 - Schuko - Type F;;;
;Public;Parking Parc de Sa Riera;CamÃ­ de JesÃºs, 29;;39593825;2631899;;CEE 3 Pin;32;230;7.3
;Public;NOVELEC;Carrer Gremi de Ferrers, 41;;3960422;2674432;;CEE 7/4 - Schuko - Type F;;;
;Public;Fenie EnergÃ­a;Carrer Teixidors, 16;;39625164;2716821;;CEE 7/4 - Schuko - Type F;;;
;Public;UIB;Carrer Illa d'en Colom;;39635746;2647514;;CEE 7/4 - Schuko - Type F;;;
;Public;ParcBit;Carrer Parc Bit-2. 4;;39635946;2631606;;CEE 7/4 - Schuko - Type F;16;230;3.7
;Public;Parcebit;Carrer Parc Bit-1. 2;;39637188;263793;;CEE 7/4 - Schuko - Type F;;;
;Public;Puerto;Av de la Hispanidad, 4;;39665221;-228971;;CEE 7/4 - Schuko - Type F;;;
;Public;Ayuntamiento;Plaza del Cronista Chabret, 11-12;;39681701;-278361;;CEE 7/4 - Schuko - Type F;;;
;Public;Binissalem;CamÃ­ del PedaÃ§, 8;;39686186;2838727;;CEE 3 Pin;32;230;7.4
;Public;Parking Areal;Calle del Arenal, 20;;39872743;-3729931;;Mennekes (Type 2);;;
;Public;Parking Av. Portugal;Avenida de Portugal, 51;;39958105;-484349;;CEE 7/4 - Schuko - Type F;;;
;Public;Universitat Jaume I;CV-1520. 16;;39996909;-65583;;CEE 7/4 - Schuko - Type F;;;
;Public;Lithica;CamÃ­ Vell de Maó, 1;;40003044;3844748;;CEE 7/4 - Schuko - Type F;;;
;Public;Parking Principe Pio;Calle de Mozart, 4;;40221225;-3853444;;CEE 7/4 - Schuko - Type F;;;
;Public;Bricor Madrid XanadÃº;Calle Azucena, 7;;40269164;-3915136;;CEE 7/4 - Schuko - Type F;;;
;Public;Madrid XanadÃº;Calle del Puerto de Navacerrada, 10;;40301016;-3927334;;Mennekes (Type 2);;;3.7
;Public;Aparcamiento Plaza del Turia;Plaza del Turia, 1-2;;40316832;-3873245;;CEE 7/4 - Schuko - Type F;;;
;Public;Aparcamiento Calle Luna;Calle Pintor Murillo, 11;;40326608;-3870572;;CEE 7/4 - Schuko - Type F;;;
;Public;Centro Comercial Tres Aguas;Av. San MartÃ­n de Valdeiglesias, 17X;;4035679;-383038;;CEE 7/4 - Schuko - Type F;16;230;3.7
;Public;Parking INSUR Cartuja;Calle Louis Braille;;40362328;-3917107;;CEE 7/4 - Schuko - Type F;;;
;Public;Universidad Europea;Complejo Universidad Europea de Madrid;;4037231;-3916852;;CEE 7/4 - Schuko - Type F;10;230;2.3
;Public;Parking Avda Oeste;Calle del Hospital, 1;;40377118;-4210793;;CEE 7/4 - Schuko - Type F;;;
IBIL (Es);Public;Frevue;Calle Maestro Arbós, 2;;40389188;-3695422;;J1772;;;
;Public;Kinépolis;Calle Edgar Neville, 1;;4039404;-37966;;CEE 5 Pin;32;230;22
GIC;Public;Cerro de la Plata;Calle de Cerro de la Plata, 4;;40400164;-3675077;;CEE 7/4 - Schuko - Type F;;;
GIC;Public;Ronda de Valencia;Ronda de Valencia, 1;;40405731;-3699459;;CEE 7/4 - Schuko - Type F;;;
;Public;Estación de Atocha;Avenida de la Ciudad de Barcelona, 2;;40405859;-3687117;;CEE 7/4 - Schuko - Type F;;;
Fenie EnergÃ­a (Spain);Public - Membership Required;Boadilla del Monte - Hermanos Machado;Calle Hermanos Machado, 1503;;4040887;-389666;3;Mennekes (Type 2);32;400;22
;Public;Parking ADIF;Calle de Bailén, 16;;40412532;-3713933;;;;;
GIC;Public;Plaza de la Lealtad;Plaza Lealtad, 5;;40415715;-3692592;;CEE 7/4 - Schuko - Type F;;;
;Public;Parking Antoni Maura;Av de Antoni Maura, 22-28;;40416434;-3689295;;Mennekes (Type 2);;;
;Public;Parking Serrano 1;Calle de Serrano, 5-7;;40421521;-3688698;;CEE 7/4 - Schuko - Type F;;;
;Public;Mercado San Antón;Calle de Augusto Figueroa, 24;;40422047;-3697554;;CEE 7/4 - Schuko - Type F;;;
GIC;Public;Goya 36;Calle de Goya, 34;;40424871;-3681347;;CEE 7/4 - Schuko - Type F;;;
GIC;Public;Génova 24;Calle de Génova, 24;;40425903;-3692601;;CEE 7/4 - Schuko - Type F;;;
;Public;Parking Serrano 3;Calle de Serrano, 27-31;;40426973;-3687714;;CEE 7/4 - Schuko - Type F;;;
IBIL (Es);Public;Fuencarral 114;Calle de Fuencarral, 114;;40429677;-3702413;;Mennekes (Type 2);;;
GIC;Public;Manuel Silvela 16;Calle de Manuel Silvela, 16;;40430516;-3699094;;CEE 7/4 - Schuko - Type F;;;
IBIL (Es);Public;Pozuelo;Calle San Juan de la Cruz, 2;;4043054;-3812142;;Mennekes (Type 2);32;240;22
GIC;Public;Castelló 105;Calle de Castelló, 1015;;40432227;-3680931;;CEE 7/4 - Schuko - Type F;;;
GIC;Public;Paseo de la Castellana 33;Paseo de la Castellana, 33;;40432889;-3688962;;CEE 7/4 - Schuko - Type F;10;240;2.35
;Public;Parking Galaxia Moncloa;Calle de Isaac Peral, 2;;40434757;-3718308;;CEE 7/4 - Schuko - Type F;10;230;2.3
IBIL (Es);Public;Fernández de los RÃ­os, 42;Calle Fernández de los RÃ­os, 42;;40435213;-3709272;;Mennekes (Type 2);;;
GIC;Public;Santa Engracia 115;Calle Santa Engracia, 115;;40438029;-3700348;;CEE 7/4 - Schuko - Type F;;;
;Public;Parking Nuevos Ministerios;Paseo de la Castellana, 69;;40447269;-3691702;;Mennekes (Type 2);;;
;Public;La Ballena Azul;Avda. del Sol 20;Pol. Industrial Las Monjas;40449367;-3482243;;CEE 7/4 - Schuko - Type F;;;
GIC;Public;Bueso Pineda;Calle de Bueso Pineda, 29;;40453937;-365569;;CEE 7/4 - Schuko - Type F;;;
IBIL (Es);Public;Paseo de la Castellana 160;Paseo de la Castellana, 160;;40457343;-3688678;;Mennekes (Type 2);16;230;11
;Public;La solana Padel;Calle Tenerife, 7;;40457805;-3457584;;CEE 7/4 - Schuko - Type F;;;
;Public;Parking Vinci Park Orense;Calle de Orense, 50;;40458001;-3694258;;CEE 7/4 - Schuko - Type F;;;
;Public;Estación de CercanÃ­as El Barrial;Calle Rafael Boti 62;;40464394;-3808103;;Mennekes (Type 2);;;
GIC;Public;Marcelo SpÃ­nola 10;Calle del Cardenal Marcelo SpÃ­nola, 10;;40467278;-3669803;;CEE 7/4 - Schuko - Type F;;;
;Public;Parking Estación ADIF;Estación de Chamartin, Avenida Pio XII;;40471433;-36839126;;Mennekes (Type 2);16;230;3.7
;Public;Gas Natural fenosa;Avenida San Luis, 77;;40472836;-3663468;;CEE 7/4 - Schuko - Type F;;;
;Public;Cercanias Majadahonda;Majadahonda;;40474679;-38452582;;CEE 7/4 - Schuko - Type F;;;
;Public;Aparcamiento H: Avda Portugal;Calle de Zaragoza, 15;;40486197;-3344691;;CEE 7/4 - Schuko - Type F;;;
;Private - For Staff, Visitors or Customers;BMW IBERICA Madrid;Avenida de Burgos, 118;;40488541;-3672387;;Mennekes (Type 2);32;230;7.4
;Public;Universidad de Alcalá;Calle Euclides, 9A;;40506782;-3342034;;CEE 7/4 - Schuko - Type F;;;
;Public;Las Rozas Renfe;Carretera Via Servicio Las Rozas, 62;;40567539;-3918036;;Mennekes (Type 2);;;
;Public;Parking Via Roma;Via Roma, 4;;40579369;17036496;;CEE 3 Pin;32;230;7.3
(Unknown Operator);Public;Parking Avenida de Portugal;Avenida Portugal, 51;;404149445;-37277009;;CEE 7/4 - Schuko - Type F;;;
;Public;Parking museo de la ciencia;Avenida Salamanca, 7R;;40655418;-6099545;;CEE 7/4 - Schuko - Type F;;;
;Public;Cesvimap;Calle Jorge de Santayana, 3;;406668;-4685537;;Mennekes (Type 2);;;
;Public;Arévalo;Plaza del Real;;41064719;-4720458;;Mennekes (Type 2);;;
;Public;Circuit de Catalunya;Camino Mas Moreneta;;41566026;2258772;;CEE 7/4 - Schuko - Type F;;;
;Public;Parking Atarazanas;Calle Atarazanas, 12;;41595837;-4117066;;Mennekes (Type 2);;;
;Public;PRAE CaÃ±ada Real;CaÃ±ada Real, 326-386;;41606281;-4760892;;Mennekes (Type 2);;;
;Public;Cdo covaresa;Calle Felipe Sánchez Román, s/n;;41612484;-4748992;;CEE 7/4 - Schuko - Type F;;;
;Public;Grupo Cobra;Avenida Madrid, 46;;4161289;-472742;;Mennekes (Type 2);;;
;Public;Agencia de innovacion;Paseo de Zorrilla, 191;;41618265;-4747901;;CEE 7/4 - Schuko - Type F;;;
;Public;Emerix;Calle del Cobalto, 40;;41619746;-4707716;;CEE 7/4 - Schuko - Type F;;;
;Public;Centro comercial valsur exterior;Paseo Zorrilla, 306;;41622773;-4748667;;CEE 7/4 - Schuko - Type F;;;
;Public;Centro comercial valsur interior;Camino Viejo de Simancas, 19P;;41623642;-4752018;;CEE 7/4 - Schuko - Type F;;;
;Public - Membership Required;Casa de la india;Calle India, 4;;4164063;-4733381;1;CEE 7/4 - Schuko - Type F;16;230;3.7
;Public;Parking de Colón;Calle Estación del Norte, 1B;;41643776;-4727521;;CEE 7/4 - Schuko - Type F;;;
;Public;Doctrinos;Calle de los Doctrinos, 4;;41649224;-4729826;;CEE 7/4 - Schuko - Type F;;;
;Public - Membership Required;Plaza del Milenio;Avenida de José Luis Arrese, 3;;416501742;-47370548;4;CEE 7/4 - Schuko - Type F;16;230;3.7
;Public;Estacionamiento El Carmen;Calle Marqués Casa Jiménez, 2;;41650564;-885031;;CEE 7/4 - Schuko - Type F;;;
;Public;César Augusto;Avenida César Augusto, 60;;41654578;-884032;;CEE 7/4 - Schuko - Type F;;;
;Public;Feria de Muestras;Avenida Ramón Pradera, 2;;416555;-4737709;;CEE 7/4 - Schuko - Type F;;;
;Public;San AgustÃ­n;Calle San AgustÃ­n, 1-3;;41655886;-4731132;;CEE 7/4 - Schuko - Type F;;;
;Public;EdRR El Prat de Llobregat (AMB) (DC50kW AC44kW);PlaÃ§a de la Volateria-Carrer de Canudas;;4131814;207481;;CCS (Type 2 Version of Combined Coupler);100;400;40
;Public;EdRR CornellÃ  de Llobregat (AMB) (DC50kW AC44kW);Carrer de Baltasar Oriol i Mercer-Avinguda de la Porta Diagonal;;413532641;2.08976E+15;;CCS (Type 2 Version of Combined Coupler);100;400;40
;Public;89 AjBCN-ETRA-COBRA;Carretera del Prat, 42;;41359982;2133193;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;B:SM 33 - PlaÃ§a Navas;Carrer de Jaume Fabra, 12;;413744;21597;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;18 AjBCN-Endesa;Rambla Badal, 165 - Carrer de Sants;;4.13753E+15;2.13044E+15;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;20 (eTAXI)-Barceloneta - Joan de Borbó (7.4kW);Passeig Joan de Borbó - Carrer de la Drassana, 1;;4.13754E+15;2.18904E+16;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;B:SM 49 - Sant Rafael;Carrer de Sant Rafael, 15;;41379272;2169613;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;25 AjBCN-Endesa-Sants;Avinguda  de Josep Tarradellas, 1;;41380928;2142103;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;B:SM 15 - Hospital del Mar;Passeig  MarÃ­tim de la Barceloneta, 23-31;;41382737;2194412;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;EdRR-Pla de Palau  (DC50kW AC43kW);Pla de Palau, 4;;41383084;2182858;;CCS (Type 2 Version of Combined Coupler);;;
;Public;084 MOBECPOINT-ETSEIB;Carrer de Pasqual i Vila 22 - Avinguda  Diagonal;;41385166;2116051;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;B:SM 25 - P.R.BiomÃ¨dica;Carrer del Doctor Aiguader, 88;;41385662;2193913;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;23 AjBCN-Endesa Fontanella-Pl.Catalunya;Carrer de Fontanella, 1;;41387074;217142;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;21 AjBCN-Endesa;Carretera d'Esplugues, 52 - Carrer Eduard Toldra;;41388088;2107004;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;B:SM 40 - Wellington - Zoo;Carrer de Ramon Trias Fargas, 19;;41388797;2192651;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;28 AjBCN-Endesa-Aragó-Pl.Letamendi;PlaÃ§a del Dr. Letamendi, 30-33;;4.13893E+15;2.16132E+16;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;B:SM 9 - Cotxeres de SarriÃ ;Passeig de Manuel Girona, 77;;41392246;2128751;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;15 AjBCN-Endesa SarriÃ -Ricard Villa;Avinguda  de SarriÃ , 130;;41392296;2132156;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;24 (eTAXI)-Villarroel- Diagonal (7.4kW);Carrer de Villarroel,277-Avinguda  Diagonal;;41393005;2146561;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;EdRR-VilÂ·la Olimpica-ES Repsol-McDonald's (DC50kW AC43kW);Avinguda del Litoral,49.  Sortida 23- Carrer de Badajoz;;4139347;220446;;CCS (Type 2 Version of Combined Coupler);100;400;40
;Public;22 AjBCN-Endesa;Carrer de CÃ²rsega, 264;;41393948;2156007;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;93 AjBCN-ETRA-COBRA;Carrer d'Osi, 4;;41394203;2123794;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;88 AjBCN-ETRA COBRA Bruc-Consell de Cent;Carrer del Bruc, 84;;41394226;2169715;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;108 MOBECPOINT-IESE Pearson;Avinguda  de Pearson, 19;;413954372;2.10359E+15;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;91 AjBCN-ETRA COBRA;Carrer d'AusiÃ s March, 118;;41396236;218219;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;B:SM 6 -  Cardenal Sentmenat - Vergós;Carrer del Cardenal de Sentmenat, 8;;41396853;2126718;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;29 AjBCN-22@ Ciutat de Granada;Carrer de la Ciutat de Granada, 17;;41396897;2200017;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;05 AjBCN-Endesa DomÃ­nguez Miralles- J.V.Foix;Avinguda Josep VicenÃ§ Foix, 86;;41397507;2119605;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;B:SM 29 - PlaÃ§a de les Arts - TNC;Carrer de Padilla, 159;;41399536;2185355;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;12 AjBCN-Endesa;Carrer IndÃºstria, 19 - Passeig de Sant Joan;;4.1403E+16;2.16567E+15;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;B:SM 3 - Badajoz -GlÃ²ries;Carrer de Badajoz, 168;;4.14032E+15;2.18942E+15;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;B:SM 1 - AlmogÃ vers-Llacuna;Carrer de la Llacuna, 101. Carrer de Sancho d'Ã€vila, 72;;41403202;219615;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;B:SM 14 - GrÃ cia motos;Carrer Gran de GrÃ cia, 190;;414033;2152327;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;B:SM 34 - Rambla Poblenou;Rambla del Poblenou, 130;;414044;21972;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;B:SM 24 - Ona GlÃ²ries;Carrer de la Ciutat de Granada, 173-175;;414047;21896;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;085 MOBECPOINT- SCHNEIDER ELECTRIC;Carrer de Llull, 285;;41405085;2207517;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;B:SM 28 - PlaÃ§a Joanic;Carrer de l'Escorial, 1 - Pl. Joanic, 1;;41405746;2162722;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;B:SM 13 - GarcÃ­a FÃ ria;Passeig de Garcia FÃ ria, 71;;414067;22184;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;16 AjBCN-Endesa;Carrer de Balmes,422 - Carrer de Castanyer;;41407269;2138413;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;08 AjBCN-Endesa;Carrer de Cristóbal de Moura,24 - Carrer de Bac de Roda;;41408447;2202893;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;B:SM 18 - Marina Gracia;Carrer de la Marina, 345;;414092;21681;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;06 AjBCN-Endesa-Forum-RamblaPrim;Rambla de Prim, 19;;4.14116E+15;2.21851E+16;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;B:SM 30 - PlaÃ§a del FÃ²rum;Carrer del Camp de la Bota 4C, - PlaÃ§a Ernest NarcÃ­s i Roca;;41413015;2221156;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;01 AjBCN-Endesa-Clinica Delfos;Avinguda de Vallcarca, 154;;4141396;2142913;;CEE 7/4 - Schuko - Type F;32;220;7
LIVE Barcelona;Public;EdRR-Meridiana-Estació BUS (DC50kW AC43kW);Avinguda Meridiana, 400E;;4143101;218339;;CCS (Type 2 Version of Combined Coupler);100;400;50
;Public;B:SM 26 - Pg. Maragall (C.A.P.);Passeig  de Maragall, 54;;41416515;2180421;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;10 AjBCN-Endesa GuipÃºscoa;Rambla de GuipÃºscoa, 103-105;;414200135;2.20167E+14;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;95 AjBCN-ETRA-COBRA Maragall-Olesa;PlaÃ§a de Maragall, 21;;41420052;2181559;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;B:SM 43 - Salvador Allende;PlaÃ§a de Salvador Allende;;4142077;2151564;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;11 AjBCN-Endesa Garcilaso;Carrer de Garcilaso, 204;;41423615;2179456;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;B:SM 37 - Sant GenÃ­s Vall d'Hebrón;Passeig de la Vall d'Hebrón, 138-176;;41426239;2143323;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;B:SM 16 - Illa Borbó;Carrer de Ramon Albó ,77;;414274;21772;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;02 AjBCN-Endesa;Carrer de Lisboa, 7-11;;41429535;2158481;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;B:SM 36 - Sant Andreu Teatre;Carrer de les Monges, 2;;41430428;2187965;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;"""EdRR-URBASER Fra Juniper Serra (DC50kW AC43kW)""";Fra Juniper Serra,  59;;41432965;2203728;;CCS (Type 2 Version of Combined Coupler);;;
;Public;03 AjBCN-Endesa Vall d'Hebron;Arquitecte Moragas,31 - Avinguda  Can Marcet,36;;4143491;2148409;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;09 AjBCN-Endesa;Carrer Rio de Janeiro, 81 - Passeig Valldaura;;4.14389E+15;2.18137E+16;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;B:SM 31 - PlaÃ§a Francesc Layret;Via JÃºlia, 95;;41442055;2177675;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;04 AjBCN-Endesa;Via FavÃ¨ncia, 169 - Almansa;;41444744;2174166;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;B:SM 41 - Galicia;Carrer de Galicia, 16;;41449138;2190748;;CEE 7/4 - Schuko - Type F;32;220;7
;Public;B:SM 42 - Ciutat Meridiana;Carrer dels Rasos de Peguera, 51 S;;41459612;2175628;;CEE 7/4 - Schuko - Type F;32;220;7
;;Intercanviador FGC Martorell;Avinguda Comte de Llobregat - PlaÃ§a Joan Serrats;;4148402;191808;;CEE 7/4 - Schuko - Type F;32;220;7
;;Intercanviador FGC Sant Quirze;Carretera de Molins de Rei - Avinguda PaÃ¯sos Catalans;;4153044;208878;;CEE 7/4 - Schuko - Type F;32;220;7
Amersam;Public - Membership Required;Parking Baluard;Raval de Robuster 47;;411528674;1.10898E+14;2;Mennekes (Type 2);16;230;3.6
(Unknown Operator);Public;Lienzo Norte;Avenida de Madrid 102;;4.06598E+14;-4.70568E+14;1;Mennekes (Type 2);;;7.2
LIVE Barcelona;Public - Membership Required;B:SM 22 - Mitre Putxet;Ronda General Mitre, 203;;41405415;2.14258E+16;2;Mennekes (Type 2);32;230;7.2
LIVE Barcelona;Public - Membership Required;B:SM 17 - Litoral Port;Avinguda  del Litoral, 34;;413885;21983;3;Mennekes (Type 2);32;230;7.2
LIVE Barcelona;Public - Membership Required;B:SM 12 - Ferran Casablancas;Carrer de Josep Balari, 9;;41401408;2133986;3;Mennekes (Type 2);32;230;7.2
LIVE Barcelona;Public - Membership Required;B:SM 20 - Marques de Mulhacen;Carrer de MarquÃ¨s de Mulhacén, 49-51;;41394009;2115265;6;Mennekes (Type 2);32;230;7.2
LIVE Barcelona;Public - Membership Required;B:SM 10 - Estació Barcelona-Nord;Carrer d'AlÃ­ Bei, 54;;41394238;2181891;4;Mennekes (Type 2);32;230;7.2
LIVE Barcelona;Public - Membership Required;B:SM 19 - Marina Port;Carrer de la Marina, 13-17;;41386972;2197056;7;Mennekes (Type 2);32;230;7.2
LIVE Barcelona;Public - Membership Required;B:SM 23 - Moll de la Fusta;Passeig de Colom, 31;;41380864;2183077;4;Mennekes (Type 2);32;230;7.2
LIVE Barcelona;Public - Membership Required;B:SM 27 - PlaÃ§a Bonanova;PlaÃ§a de la Bonanova, 12;;41406731;2133691;3;Mennekes (Type 2);32;230;7.2
LIVE Barcelona;Public - Membership Required;B:SM 39 - Torrent de l'Olla;Carrer del Torrent de l'Olla, 221;;41407211;2151497;3;Mennekes (Type 2);32;230;7.2
LIVE Barcelona;Public - Membership Required;B:SM 5 - Boqueria;Carrer de les Floristes de la Rambla-PlaÃ§a Gardunya;;413815475;2.17017E+14;9;Mennekes (Type 2);32;230;7.6
LIVE Barcelona;Public - Membership Required;B:SM 59- Barceloneta Centre;Carrer Escuder, 1;;41379936;2189115;1;CEE 7/4 - Schuko - Type F;16;;
