OperatorInfo/Title,OperatorsReference,UsageTypeID,UsageType/IsPayAtLocation,UsageType/IsMembershipRequired,UsageType/IsAccessKeyRequired,UsageType/ID,UsageType/Title,UsageCost,AddressInfo/ID,AddressInfo/Title,AddressInfo/AddressLine1,AddressInfo/AddressLine2,AddressInfo/Town,AddressInfo/StateOrProvince,AddressInfo/Postcode,AddressInfo/CountryID,AddressInfo/Country/ISOCode,AddressInfo/Country/ContinentCode,AddressInfo/Country/ID,AddressInfo/Country/Title,AddressInfo/Latitude,AddressInfo/Longitude,AddressInfo/ContactTelephone1,AddressInfo/ContactTelephone2,AddressInfo/ContactEmail,AddressInfo/AccessComments,AddressInfo/RelatedURL,AddressInfo/Distance,AddressInfo/DistanceUnit,NumberOfPoints,GeneralComments,DatePlanned,DateLastConfirmed,StatusTypeID,StatusType/IsOperational,StatusType/IsUserSelectable,StatusType/ID,StatusType/Title,DateLastStatusUpdate,DataQualityLevel,DateCreated,SubmissionStatusTypeID,SubmissionStatus/IsLive,SubmissionStatus/ID,SubmissionStatus/Title,UserComments/0,PercentageSimilarity,Connections/0/ID,Connections/0/ConnectionTypeID,Connections/0/ConnectionType/FormalName,Connections/0/ConnectionType/IsDiscontinued,Connections/0/ConnectionType/IsObsolete,Connections/0/ConnectionType/ID,Connections/0/ConnectionType/Title,Connections/0/Reference,Connections/0/StatusTypeID,Connections/0/StatusType/IsOperational,Connections/0/StatusType/IsUserSelectable,Connections/0/StatusType/ID,Connections/0/StatusType/Title,Connections/0/LevelID,Connections/0/Level/Comments,Connections/0/Level/IsFastChargeCapable,Connections/0/Level/ID,Connections/0/Level/Title,Connections/0/Amps,Connections/0/Voltage,Connections/0/PowerKW,Connections/0/CurrentTypeID,Connections/0/CurrentType/Description
,,1,,,,1,Public,,61443,Parking Sol de las Moreras,"Calle Sol de las Moreras, 30",,Aranda de Duero,Burgos,9400,210,ES,EU,210,Spain,41.669473,-3.682597,+34 947 50 90 23,,,,,,0,,,,,50,TRUE,TRUE,50,Operational,2016-02-13T00:24:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77683,28,CEE 7/4,FALSE,FALSE,28,CEE 7/4 - Schuko - Type F,,,,,,,,,,,,,,,,
,,1,,,,1,Public,,61444,SEAS Estudios superiores abiertos,"Calle Violeta Parra, 9",,Zaragoza,Zaragoza,50015,210,ES,EU,210,Spain,41.669752,-0.878514,+34 976 700 660,,,,http://www.seas.es/,,0,,Pedir tarjeta en el edificio de SEAS,,,0,,TRUE,0,Unknown,2016-02-13T00:24:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77685,28,CEE 7/4,FALSE,FALSE,28,CEE 7/4 - Schuko - Type F,,,,,,,,,,,,,,,,
,,1,,,,1,Public,,61446,Universidad San Jorge,Calle de la Universidad de San Jorge,,Villanueva de Gállego,Zaragoza,50830,210,ES,EU,210,Spain,41.756784,-0.833487,+34 976 06 01 00,,,,http://www.usj.es/,,0,,,,,100,FALSE,TRUE,100,Not Operational,2016-02-13T00:24:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77689,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,,,,,,,,,,,,,,,
,,1,,,,1,Public,,61447,Parking paseo del Espolón,"Paseo el Espolón, 1",,Soria,Soria,42001,210,ES,EU,210,Spain,41.764661,-2.471995,975.221.782 - 606.16,,info@parkingsoriariosa.es,,http://parkingsoriariosa.es/,,0,,,,,50,TRUE,TRUE,50,Operational,2016-02-13T00:24:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77690,28,CEE 7/4,FALSE,FALSE,28,CEE 7/4 - Schuko - Type F,,,,,,,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),16,230,3.6,,
,,1,,,,1,Public,,61448,Hospital Santa Barbara,Paseo Santa Bárbara,,Soria,Soria,42005,210,ES,EU,210,Spain,41.7716228,-2.4732231,,,,,,,0,,Tarjeta Iberdrola,,,50,TRUE,TRUE,50,Operational,2016-02-18T11:56:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77982,28,CEE 7/4,FALSE,FALSE,28,CEE 7/4 - Schuko - Type F,,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),16,230,3.7,,
,,1,,,,1,Public,,61449,JOSEP Mª SERT,C/ Josep Mª Sert,,Vic,Barcelona,8500,210,ES,EU,210,Spain,41.933818,2.260295,+34 93 886 93 73,,ramoshs@vic.cat,,http://www.vic.cat,,0,,,,,50,TRUE,TRUE,50,Operational,2016-02-13T00:24:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77692,16,,FALSE,FALSE,16,CEE 3 Pin,,,,,,,,,,,,,,,,
,,1,,,,1,Public,,61450,Parking Marquès Sénia,"Calle Salt, 1",,Palma,Palma,7014,210,ES,EU,210,Spain,41.96578,2.80663,+34 971 457 736,,,,http://smap.palmademallorca.es,,0,,,,,50,TRUE,TRUE,50,Operational,2016-02-13T00:24:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77696,16,,FALSE,FALSE,16,CEE 3 Pin,,,,,,,,,,,,,,,,
,,1,,,,1,Public,,61451,Centro de Transportes,"Avenida las Américas, 2",,Benavente,Zamora,49600,210,ES,EU,210,Spain,42.00199,-5.661321,+34 980 63 65 26,,,,http://www.benavente-ctb.com/,,0,,,,,50,TRUE,TRUE,50,Operational,2016-02-13T00:24:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77699,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,,,,,,,,,,,,,,,
,,1,,,,1,Public,,61452,Avenida Comunidad Europea,"Avenida Comunidad Europea, 19",,Palencia,Palencia,34004,210,ES,EU,210,Spain,42.006672,-4.509602,+34 979 71 81 50,,vehiculoelectrico@ava.es,,http://www.cidaut.es/eren/,,0,,Tarjeta ayuntamiento de Valladolid,,,100,FALSE,TRUE,100,Not Operational,2016-02-13T00:24:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77703,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,,,,,,,,,,,,,,,
,,1,,,,1,Public,,61453,Allende el río,"Travesía Viñalta, 1",,Palencia,Palencia,34005,210,ES,EU,210,Spain,42.007926,-4.540489,+34 979 71 81 50,,vehiculoelectrico@ava.es,,http://www.cidaut.es/eren/,,0,,Tarjeta ayuntamiento de Valladolid,,,0,,TRUE,0,Unknown,2016-02-13T00:24:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77704,28,CEE 7/4,FALSE,FALSE,28,CEE 7/4 - Schuko - Type F,,,,,,,,,,,,,,,,
,,4,FALSE,TRUE,TRUE,4,Public - Membership Required,,61454,Plazoleta de la Sal,"Plazoleta de la Sal, 1",,Palencia,Palencia,34001,210,ES,EU,210,Spain,42.010643,-4.532085,+34 979 71 81 50,,vehiculoelectrico@ava.es,Tarjeta ayuntamiento,http://www.cidaut.es/eren/,,0,1,Tarjeta ayuntamiento de Valladolid,,,50,TRUE,TRUE,50,Operational,2016-02-17T19:34:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77705,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,50,TRUE,TRUE,50,Operational,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),16,230,3.7,,
,,1,,,,1,Public,,61455,Lola de la fuente,"Calle de Lola de la Fuente, 39-43",,Palencia,Palencia,34004,210,ES,EU,210,Spain,42.014204,-4.517072,+34 979 71 81 50,,vehiculoelectrico@ava.es,,http://www.cidaut.es/eren/,,0,,,,,0,,TRUE,0,Unknown,2016-02-13T00:24:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77706,28,CEE 7/4,FALSE,FALSE,28,CEE 7/4 - Schuko - Type F,,,,,,,,,,,,,,,,
,,1,,,,1,Public,,61456,República Dominicana,"Calle Republica Dominicana, 7",,Palencia,Palencia,34003,210,ES,EU,210,Spain,42.02812,-4.53474,+34 979 71 81 50,,vehiculoelectrico@ava.es,,http://www.cidaut.es/eren/,,0,,Tarjeta ayuntamiento de Valladolid,,,0,,TRUE,0,Unknown,2016-02-13T00:24:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77707,28,CEE 7/4,FALSE,FALSE,28,CEE 7/4 - Schuko - Type F,,,,,,,,,,,,,,,,
,,1,,,,1,Public,,61457,Parking Paseo de Invierno,"Calle de Aranaz y Vides, 7a",,Tudela,Tudela,31500,210,ES,EU,210,Spain,42.0602263,-1.6023643,948828693,,,,http://www.tudela.com/cas/turismo/0...,,0,,,,,0,,TRUE,0,Unknown,2016-02-13T00:24:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77708,28,CEE 7/4,FALSE,FALSE,28,CEE 7/4 - Schuko - Type F,,,,,,,,,,,,,,,,
,,1,,,,1,Public,,61458,Green Grouping,Calle Cuatro,,Huesca,Huesca,22004,210,ES,EU,210,Spain,42.109067,-0.459882,+34 974 990 000,,,,http://www.greengrouping.com,,0,,,,,0,,TRUE,0,Unknown,2016-02-13T00:24:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77714,28,CEE 7/4,FALSE,FALSE,28,CEE 7/4 - Schuko - Type F,,,,,,,,,,,,,,,,
,,1,,,,1,Public,,61459,Universidad de Vigo,Rúa as Pedreiras,,Vigo,Vigo,36310,210,ES,EU,210,Spain,42.170975,-8.682324,,,,,,,0,,,,,0,,TRUE,0,Unknown,2016-02-13T00:24:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77715,28,CEE 7/4,FALSE,FALSE,28,CEE 7/4 - Schuko - Type F,,,,,,,,,,,,,,,,
IBIL (Es),,1,,,,1,Public,,61460,Parking Eroski Bolueta,"A-8, 22",,Bilbao,Bilbao,48004,210,ES,EU,210,Spain,42.208634,24.043651,902 540 810,,ibil@ibil.es,,http://www.ibil.es,,0,,,,,0,,TRUE,0,Unknown,2016-02-13T00:24:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77716,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,,,,,,,,,,,,,,,
,,1,,,,1,Public,,61461,Parking Pintor Colmeiro,"Rúa do Pintor Colmeiro, 20",,Vigo,Vigo,36203,210,ES,EU,210,Spain,42.225508,-8.725982,986413419,,,,http://www.eloymarytranvias.com/es/parking...,,0,,,,,0,,TRUE,0,Unknown,2016-02-13T00:24:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77720,28,CEE 7/4,FALSE,FALSE,28,CEE 7/4 - Schuko - Type F,,,,,,,,,,,,,,,,
,,1,,,,1,Public,,61462,Puerto de Vigo - Bouzas,Travesía de Bouzas Portuario,,Vigo,Vigo,36208,210,ES,EU,210,Spain,42.230199,-8.747678,,,,,,,0,,Tarjeta BlueMobility,,,0,,TRUE,0,Unknown,2016-02-13T00:24:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77723,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,,,,,,,,,,,,,,,
,,1,,,,1,Public,,61463,Parking Urzáiz,"Rúa Urzaiz, 4",,Vigo,Vigo,36201,210,ES,EU,210,Spain,42.23591,-8.720084,ND,,,,,,0,,,,,0,,TRUE,0,Unknown,2016-02-13T00:24:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77726,28,CEE 7/4,FALSE,FALSE,28,CEE 7/4 - Schuko - Type F,,,,,,,,,,,,,,,,
,,1,,,,1,Public,,61464,Parking Policarpo Sanz,"Calle de Policarpo Sanz, 34",,Vigo,Vigo,36201,210,ES,EU,210,Spain,42.2376292,-8.7235969,ND,,,,,,0,,,,,0,,TRUE,0,Unknown,2016-02-13T00:24:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77732,28,CEE 7/4,FALSE,FALSE,28,CEE 7/4 - Schuko - Type F,,,,,,,,,,,,,,,,
,,1,,,,1,Public,,61465,Puerto Pesquero del Berbés,"Rúa Cánovas del Castillo, 15",,Vigo,Pontevedra,36202,210,ES,EU,210,Spain,42.239922,-8.730787,,,,,,,0,,,,,0,,TRUE,0,Unknown,2016-02-13T00:24:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77738,28,CEE 7/4,FALSE,FALSE,28,CEE 7/4 - Schuko - Type F,,,,,,,,,,,,,,,,
,,1,,,,1,Public,,61466,Tecnópole Laddes,Rúa Ourense 53B,,San Cibrao das Viñas,San Cibrao das Viñas,32911,210,ES,EU,210,Spain,42.296064,-7.800463,,,,,http://www.tecnopole.es/,,0,,,,,0,,TRUE,0,Unknown,2016-02-13T00:24:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77741,28,CEE 7/4,FALSE,FALSE,28,CEE 7/4 - Schuko - Type F,,,,,,,,,,,,,,,,
,,1,,,,1,Public,,61467,Museo de la Evolución Humana,"CALLE BURGENSE, 1",,BURGOS,BURGOS,9001,210,ES,EU,210,Spain,42.338577,-3.696724,947.255124,,,,http://www.aytoburgos.es,,0,,Pedir tarjeta al encargado,,,0,,TRUE,0,Unknown,2016-02-13T00:24:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77744,28,CEE 7/4,FALSE,FALSE,28,CEE 7/4 - Schuko - Type F,,,,,,,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),16,230,3.7,,
,,1,,,,1,Public,,61468,Estación de Autobuses de Ourense,Estación de Autobuses de Orense,,Ourense,Galicia,32001,210,ES,EU,210,Spain,42.352392,-7.879235,,,,,,,0,,,,,0,,TRUE,0,Unknown,2016-02-13T00:24:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77748,28,CEE 7/4,FALSE,FALSE,28,CEE 7/4 - Schuko - Type F,,,,,,,,,,,,,,,,
,,1,,,,1,Public,,61469,"Aparcamientos Espolón, S.A.","Calle del Muro de Francisco de la Mata, 5",,Logroño,Logroño,26001,210,ES,EU,210,Spain,42.4653738,-2.4481028,941200369,,,,http://www.aparcamientosespolon.es,,0,,,,,50,TRUE,TRUE,50,Operational,2016-02-13T00:24:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77750,28,CEE 7/4,FALSE,FALSE,28,CEE 7/4 - Schuko - Type F,,,,,,,,,,,,,,,,
,,1,,,,1,Public,,61470,COITIR,"Calle Segundo Santo Tomás, 5I",,Logroño,La Rioja,26005,210,ES,EU,210,Spain,42.471203,-2.462764,ND,,,,,,0,,,,,0,,TRUE,0,Unknown,2016-02-13T00:24:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77752,28,CEE 7/4,FALSE,FALSE,28,CEE 7/4 - Schuko - Type F,,,,,,,,,,,,,,,,
,,1,,,,1,Public,,61471,Vilanova de Arousa,"Rúa o Peiran, 17",,Vilanova de Arousa,Vilanova de Arousa,36620,210,ES,EU,210,Spain,42.560663,-8.825399,,,,,,,0,,Pedir tarjeta en el ayuntamiento,,,0,,TRUE,0,Unknown,2016-02-13T00:24:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77753,28,CEE 7/4,FALSE,FALSE,28,CEE 7/4 - Schuko - Type F,,,,,,,,,,,,,,,,
,,1,,,,1,Public,,61472,EREN,"Calle Abad Viñayo, 2",,León,León,24008,210,ES,EU,210,Spain,42.606325,-5.584111,,,,,,,0,,,,,0,,TRUE,0,Unknown,2016-02-13T00:24:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77755,28,CEE 7/4,FALSE,FALSE,28,CEE 7/4 - Schuko - Type F,,,,,,,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),16,220,3.5,,
,,1,,,,1,Public,,61473,Hospital de León,Calle Hospital,,León,León,24008,210,ES,EU,210,Spain,42.619034,-5.57244,ND,,,,,,0,,,,,50,TRUE,TRUE,50,Operational,2016-02-13T00:24:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77756,28,CEE 7/4,FALSE,FALSE,28,CEE 7/4 - Schuko - Type F,,,,,,,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),16,220,3.5,,
,,1,,,,1,Public,,61474,Aparcamiento Hospitales,"Calle Boticario Viñaburu, 1419",,Pamplona,Pamplona,31008,210,ES,EU,210,Spain,42.80661,-1.66505,948274916,,,,http://www.pamplona.es/VerPagina.as...,,0,,,,,0,,TRUE,0,Unknown,2016-02-13T00:24:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77758,28,CEE 7/4,FALSE,FALSE,28,CEE 7/4 - Schuko - Type F,,,,,,,,,,,,,,,,
,,1,,,,1,Public,,61475,Esquíroz Vuelta del Castillo,"Calle de Esquiroz, 5",,Pamplona,Pamplona,31007,210,ES,EU,210,Spain,42.807966,-1.6492,+34 948 420 991,,,,https://sedeelectronica.pamplona.es...,,0,,Tarjeta Gobierno de Navarra,,,0,,TRUE,0,Unknown,2016-02-13T00:24:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77762,28,CEE 7/4,FALSE,FALSE,28,CEE 7/4 - Schuko - Type F,,,,,,,,,,,,10,230,,,
,,1,,,,1,Public,,61476,Parking Blanca de Navarra,"Plaza Blanca de Navarra, 8",,Pamplona,Pamplona,31004,210,ES,EU,210,Spain,42.811611,-1.635296,948151630,,,,http://www.pamplona.net/VerPagina.a...,,0,,,,,0,,TRUE,0,Unknown,2016-02-13T00:24:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77766,28,CEE 7/4,FALSE,FALSE,28,CEE 7/4 - Schuko - Type F,,,,,,,,,,,,,,,,
,,1,,,,1,Public,,61477,Parking Mercado de Ermitagaña,"Calle Arcadio María Larraona, 1",,Pamplona,Navarra,31008,210,ES,EU,210,Spain,42.811755,-1.663581,+34 948 420 991,,,,https://sedeelectronica.pamplona.es...,,0,,Recarga verde Iberdrola,,,0,,TRUE,0,Unknown,2016-02-13T00:24:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77768,28,CEE 7/4,FALSE,FALSE,28,CEE 7/4 - Schuko - Type F,,,,,,,,,,,,,,,,
,,1,,,,1,Public,,61478,Parking Baluarte,"Calle Yanguas y Miranda, 1143",,Pamplona,Pamplona,31002,210,ES,EU,210,Spain,42.813587,-1.645937,948213130,,,,http://www.elcorteingles.es,,0,,,,,0,,TRUE,0,Unknown,2016-02-13T00:24:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77770,28,CEE 7/4,FALSE,FALSE,28,CEE 7/4 - Schuko - Type F,,,,,,,,,,,,,,,,
,,1,,,,1,Public,,61479,Via pública,"Av de San Ignacio, 8",,Pamplona,Pamplona,31002,210,ES,EU,210,Spain,42.814634,-1.643232,+34 948 420 991,,recargaverde@iberdrola.es,,https://sedeelectronica.pamplona.es...,,0,,Tarjeta Iberdrola,,,50,TRUE,TRUE,50,Operational,2016-02-13T00:24:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77772,28,CEE 7/4,FALSE,FALSE,28,CEE 7/4 - Schuko - Type F,,,,,,,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),10,230,2.3,,
,,1,,,,1,Public,,61480,Parking San Juan de Dios,"Calle Beloso Alto, 1-73",,Pamplona,Navarra,31006,210,ES,EU,210,Spain,42.815034,-1.627747,ND,,,,,,0,,,,,0,,TRUE,0,Unknown,2016-02-13T00:24:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77774,28,CEE 7/4,FALSE,FALSE,28,CEE 7/4 - Schuko - Type F,,,,,,,,,,,,,,,,
,,1,,,,1,Public,,61481,Sarriguren,"Av de la Ciudad de la Innovación, 7-13",,Egüés,Egüés,31486,210,ES,EU,210,Spain,42.81622,-1.60192,,,,,http://www.ingeteam.com/ingles/loca...,,0,,,,,0,,TRUE,0,Unknown,2016-02-13T00:24:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77776,28,CEE 7/4,FALSE,FALSE,28,CEE 7/4 - Schuko - Type F,,,,,,,,,,,,,,,,
IBIL (Es),,1,,,,1,Public,,61482,Parking Artium,"Calle de Prudencio María Berástegui, 4-12",,Vitoria-Gasteiz,Vitoria-Gasteiz,1002,210,ES,EU,210,Spain,42.8489272,-2.6701311,902 540 810,,ibil@ibil.es,,http://www.ibil.es/,,0,,,,,0,,TRUE,0,Unknown,2016-02-13T00:24:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77778,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,,,,,,,,,,,,,,,
IBIL (Es),,1,,,,1,Public,,61483,Parking Eroski Zarautz,"Calle de Araba, 41",,Zarautz,Gipuzkoa,20800,210,ES,EU,210,Spain,42.859683,-2.670018,902 540 810,,Ibil@ibil.es,,http://ibil.es/,,0,,Pedir tarjeta en recepción,,,50,TRUE,TRUE,50,Operational,2016-02-13T00:24:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77782,28,CEE 7/4,FALSE,FALSE,28,CEE 7/4 - Schuko - Type F,,,,,,,,,,,,,,,,
Viesgo (Spain),,1,,,,1,Public,,61484,Cidade de Viveiro,"Rúa Cidade de Viveiro, 4",,Lugo,Lugo,27002,210,ES,EU,210,Spain,43.008215,-7.559564,,,,,http://www.eonespana.com/es/empresa...,,0,,,,,0,,TRUE,0,Unknown,2016-02-13T00:24:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77786,28,CEE 7/4,FALSE,FALSE,28,CEE 7/4 - Schuko - Type F,,,,,,,,,,,,,,,,
Viesgo (Spain),,1,,,,1,Public,,61485,Alcalde Anxo López Pérez,"Avenida Alcalde Anxo López Pérez, 2",,Lugo,Lugo,27002,210,ES,EU,210,Spain,43.00842,-7.55558,+34 900102260,,Contacto.emobility@eon.com,,http://www.eonespana.com/es/empresa...,,0,,,,,0,,TRUE,0,Unknown,2016-02-13T00:24:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77787,28,CEE 7/4,FALSE,FALSE,28,CEE 7/4 - Schuko - Type F,,,,,,,,,,,,,,,,
,,1,,,,1,Public,,61486,Fundación Asturiana de la Energía,"Calle de Fray Paulino Álvarez, 1",,Mieres,Mieres,33600,210,ES,EU,210,Spain,43.249719,-5.778528,+34 985467180,,,,http://faen.es/nueva/controler.php?...,,0,,,,,0,,TRUE,0,Unknown,2016-02-13T00:24:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77788,28,CEE 7/4,FALSE,FALSE,28,CEE 7/4 - Schuko - Type F,,,,,,,,,,,,,,,,
IBIL (Es),,1,,,,1,Public,,61487,Parking Instituto Miguel Unamuno,"Alameda Urquijo, 14",,Bilbao,Bilbao,48008,210,ES,EU,210,Spain,43.259926,-2.932343,902 540 810,,Ibil@ibil.es,,http://ibil.es/,,0,,,,,50,TRUE,TRUE,50,Operational,2016-02-13T00:24:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77789,28,CEE 7/4,FALSE,FALSE,28,CEE 7/4 - Schuko - Type F,,,,,,,,,,,,,,,,
IBIL (Es),,1,,,,1,Public,,61488,Parking Ensanche,"Plaza del Ensanche, 13",,Bilbao,Vizcaya,48009,210,ES,EU,210,Spain,43.263558,-2.93107,+34 944 242 204,607233778,,,http://www.interparking-spain.com,,0,,,,,0,,TRUE,0,Unknown,2016-02-13T00:24:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77793,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,,,,,,,,,,,,,,,
IBIL (Es),,1,,,,1,Public,,61489,Parque Tecnológico Miramón,"Mikeletegi Pasealekua, 45-53",,San Sebastián,Guipúzcoa,20009,210,ES,EU,210,Spain,43.29071,-1.98489,+34 902 540 810,,Ibil@ibil.es,,http://ibil.es/,,0,,,,,50,TRUE,TRUE,50,Operational,2016-02-13T00:24:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77794,28,CEE 7/4,FALSE,FALSE,28,CEE 7/4 - Schuko - Type F,,,,,,,,,,,,,,,,
,,1,,,,1,Public,,61490,Outlet A Coruña,"Av. Alvedro, 1",,Culleredo,Culleredo,15189,210,ES,EU,210,Spain,43.291677,-8.368752,,,,,,,0,,,,,0,,TRUE,0,Unknown,2016-02-13T00:24:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77798,28,CEE 7/4,FALSE,FALSE,28,CEE 7/4 - Schuko - Type F,,,,,,,,,,,,,,,,
,,1,,,,1,Public,,61491,Parking Carrefour Erandio,"Lataondo Bidea, 2",,Vizcaya,Vizcaya,48950,210,ES,EU,210,Spain,43.301192,-2.953375,902 20 20 00,,,,http://www.carrefour.es/tiendas-carrefour/...,,0,,Pedir tarjeta en recepción,,,50,TRUE,TRUE,50,Operational,2016-02-13T00:24:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77800,25,IEC 62196-2 Type 2,FALSE,FALSE,25,Mennekes (Type 2),,,,,,,2,"Over 2 kW, usually non-domestic socket type",FALSE,2,Level 2 : Medium (Over 2kW),,,3.7,,
,,1,,,,1,Public,,61492,Polígono del Valnalón,"Calle de los Hornos Altos, 9",,Langreo,Langreo,33909,210,ES,EU,210,Spain,43.306533,-5.688169,+34 902860860,,,,http://eficiencia.hcenergia.com/efi...,,0,,,,,0,,TRUE,0,Unknown,2016-02-13T00:24:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77801,28,CEE 7/4,FALSE,FALSE,28,CEE 7/4 - Schuko - Type F,,,,,,,,,,,,,,,,
,,1,,,,1,Public,,61493,Central Térmica,"Urbanización la Llosa, 1",,Soto de Ribera,Asturias,33172,210,ES,EU,210,Spain,43.307931,-5.878681,+34 902860860,,,,http://eficiencia.hcenergia.com/efi...,,0,,,,,0,,TRUE,0,Unknown,2016-02-13T00:24:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77802,28,CEE 7/4,FALSE,FALSE,28,CEE 7/4 - Schuko - Type F,,,,,,,,,,,,,,,,
,,1,,,,1,Public,,61494,Enrique Mariñas,"Calle de Enrique Mariñas Romero Periodi, 9",,Corunna,Corunna,15009,210,ES,EU,210,Spain,43.341429,-8.393753,+34 902120907,,,,http://portal.gasnatural.com/servle...,,0,,Tarjeta Gas Natural Fenosa,,,0,,TRUE,0,Unknown,2016-02-13T00:24:00Z,3,2016-02-13T00:24:00Z,200,TRUE,200,Submission Published,,,77803,28,CEE 7/4,FALSE,FALSE,28,CEE 7/4 - Schuko - Type F,,,,,,,,,,,,,,,,
